time(s)	globalZ	gyroAngle
23.859	-0.288460	328.561
23.877	-0.112681	328.620
23.897	0.220602	328.683
23.920	0.272545	328.722
23.940	0.085574	328.731
23.962	0.030708	328.740
23.983	0.052611	328.750
24.004	0.064615	328.762
24.025	0.129536	328.778
24.046	0.127550	328.787
24.067	0.231129	328.801
24.089	0.220277	328.820
24.110	0.039306	328.839
24.132	-0.015141	328.872
24.153	-0.056994	328.916
24.173	-0.187529	328.964
24.197	-0.246704	329.030
24.216	-0.052394	329.128
24.237	0.157526	329.227
24.258	0.110107	329.292
24.280	-0.053868	329.342
24.302	-0.164276	329.342
24.322	-0.137957	329.366
24.345	0.006578	329.404
24.364	0.015044	329.437
24.387	-0.044726	329.457
24.407	-0.004225	329.485
24.428	-0.064662	329.508
24.449	-0.191763	329.534
24.473	-0.118413	329.563
24.492	0.090699	329.584
24.513	-0.071555	329.582
24.534	-0.172667	329.575
24.555	-0.037130	329.562
24.576	0.082520	329.538
24.597	0.077934	329.502
24.620	0.069045	329.463
24.640	0.082290	329.418
24.662	0.136153	329.374
24.682	0.087470	329.337
24.704	-0.087595	329.308
24.724	-0.160266	329.292
24.745	0.060855	329.311
24.767	0.248599	329.351
24.788	0.254091	329.386
24.809	0.103957	329.396
24.832	-0.007947	329.396
24.853	0.005914	329.400
